"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025-10","Prince Edward Island","2021A000211","Full-time employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063325","3.4.1.6.1.1","55.0","","","","1"
"2025-10","Prince Edward Island","2021A000211","Part-time employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063326","3.5.1.6.1.1","4.1","","","","1"
"2025-10","Prince Edward Island","2021A000211","Unemployment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063327","3.6.1.6.1.1","4.1","","","","1"
"2025-10","Prince Edward Island","2021A000211","Unemployment rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2063328","3.7.1.6.1.1","6.5","","","","1"
"2025-10","Prince Edward Island","2021A000211","Participation rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2063329","3.8.1.6.1.1","89.5","","","","1"
"2025-10","Prince Edward Island","2021A000211","Employment rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2063330","3.9.1.6.1.1","83.7","","","","1"
"2025-10","Nova Scotia","2021A000212","Population","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063511","4.1.1.6.1.1","414.5","","","","1"
"2025-10","Nova Scotia","2021A000212","Labour force","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063512","4.2.1.6.1.1","356.3","","","","1"
"2025-10","Nova Scotia","2021A000212","Employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063513","4.3.1.6.1.1","335.7","","","","1"
"2025-10","Nova Scotia","2021A000212","Full-time employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063514","4.4.1.6.1.1","305.6","","","","1"
"2025-10","Nova Scotia","2021A000212","Part-time employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063515","4.5.1.6.1.1","30.1","","","","1"
"2025-10","Nova Scotia","2021A000212","Unemployment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063516","4.6.1.6.1.1","20.7","","","","1"
"2025-10","Nova Scotia","2021A000212","Unemployment rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2063517","4.7.1.6.1.1","5.8","","","","1"
"2025-10","Nova Scotia","2021A000212","Participation rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2063518","4.8.1.6.1.1","86.0","","","","1"
"2025-10","Nova Scotia","2021A000212","Employment rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2063519","4.9.1.6.1.1","81.0","","","","1"
"2025-10","New Brunswick","2021A000213","Population","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063700","5.1.1.6.1.1","317.9","","","","1"
"2025-10","New Brunswick","2021A000213","Labour force","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063701","5.2.1.6.1.1","279.0","","","","1"
"2025-10","New Brunswick","2021A000213","Employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063702","5.3.1.6.1.1","262.8","","","","1"
"2025-10","New Brunswick","2021A000213","Full-time employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063703","5.4.1.6.1.1","240.9","","","","1"
"2025-10","New Brunswick","2021A000213","Part-time employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063704","5.5.1.6.1.1","21.9","","","","1"
"2025-10","New Brunswick","2021A000213","Unemployment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063705","5.6.1.6.1.1","16.2","","","","1"
"2025-10","New Brunswick","2021A000213","Unemployment rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2063706","5.7.1.6.1.1","5.8","","","","1"
"2025-10","New Brunswick","2021A000213","Participation rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2063707","5.8.1.6.1.1","87.8","","","","1"
"2025-10","New Brunswick","2021A000213","Employment rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2063708","5.9.1.6.1.1","82.7","","","","1"
"2025-10","Quebec","2021A000224","Population","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063889","6.1.1.6.1.1","3544.0","","","","1"
"2025-10","Quebec","2021A000224","Labour force","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063890","6.2.1.6.1.1","3202.1","","","","1"
"2025-10","Quebec","2021A000224","Employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063891","6.3.1.6.1.1","3056.3","","","","1"
"2025-10","Quebec","2021A000224","Full-time employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063892","6.4.1.6.1.1","2770.2","","","","1"
"2025-10","Quebec","2021A000224","Part-time employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063893","6.5.1.6.1.1","286.2","","","","1"
"2025-10","Quebec","2021A000224","Unemployment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063894","6.6.1.6.1.1","145.8","","","","1"
"2025-10","Quebec","2021A000224","Unemployment rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2063895","6.7.1.6.1.1","4.6","","","","1"
"2025-10","Quebec","2021A000224","Participation rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2063896","6.8.1.6.1.1","90.4","","","","1"
"2025-10","Quebec","2021A000224","Employment rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2063897","6.9.1.6.1.1","86.2","","","","1"
"2025-10","Ontario","2021A000235","Population","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064078","7.1.1.6.1.1","6677.8","","","","1"
"2025-10","Ontario","2021A000235","Labour force","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064079","7.2.1.6.1.1","5862.9","","","","1"
"2025-10","Ontario","2021A000235","Employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064080","7.3.1.6.1.1","5484.5","","","","1"
"2025-10","Ontario","2021A000235","Full-time employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064081","7.4.1.6.1.1","4897.7","","","","1"
"2025-10","Ontario","2021A000235","Part-time employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064082","7.5.1.6.1.1","586.8","","","","1"
"2025-10","Ontario","2021A000235","Unemployment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064083","7.6.1.6.1.1","378.4","","","","1"
"2025-10","Ontario","2021A000235","Unemployment rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2064084","7.7.1.6.1.1","6.5","","","","1"
"2025-10","Ontario","2021A000235","Participation rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2064085","7.8.1.6.1.1","87.8","","","","1"
"2025-10","Ontario","2021A000235","Employment rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2064086","7.9.1.6.1.1","82.1","","","","1"
"2025-10","Manitoba","2021A000246","Population","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064267","8.1.1.6.1.1","584.4","","","","1"
"2025-10","Manitoba","2021A000246","Labour force","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064268","8.2.1.6.1.1","515.7","","","","1"
"2025-10","Manitoba","2021A000246","Employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064269","8.3.1.6.1.1","490.8","","","","1"
"2025-10","Manitoba","2021A000246","Full-time employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064270","8.4.1.6.1.1","442.8","","","","1"
"2025-10","Manitoba","2021A000246","Part-time employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064271","8.5.1.6.1.1","48.0","","","","1"
"2025-10","Manitoba","2021A000246","Unemployment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064272","8.6.1.6.1.1","24.9","","","","1"
"2025-10","Manitoba","2021A000246","Unemployment rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2064273","8.7.1.6.1.1","4.8","","","","1"
"2025-10","Manitoba","2021A000246","Participation rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2064274","8.8.1.6.1.1","88.2","","","","1"
"2025-10","Manitoba","2021A000246","Employment rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2064275","8.9.1.6.1.1","84.0","","","","1"
"2025-10","Saskatchewan","2021A000247","Population","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064456","9.1.1.6.1.1","475.4","","","","1"
"2025-10","Saskatchewan","2021A000247","Labour force","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064457","9.2.1.6.1.1","422.9","","","","1"
"2025-10","Saskatchewan","2021A000247","Employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064458","9.3.1.6.1.1","402.7","","","","1"
"2025-10","Saskatchewan","2021A000247","Full-time employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064459","9.4.1.6.1.1","365.2","","","","1"
"2025-10","Saskatchewan","2021A000247","Part-time employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064460","9.5.1.6.1.1","37.5","","","","1"
"2025-10","Saskatchewan","2021A000247","Unemployment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064461","9.6.1.6.1.1","20.2","","","","1"
"2025-10","Saskatchewan","2021A000247","Unemployment rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2064462","9.7.1.6.1.1","4.8","","","","1"
"2025-10","Saskatchewan","2021A000247","Participation rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2064463","9.8.1.6.1.1","89.0","","","","1"
"2025-10","Saskatchewan","2021A000247","Employment rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2064464","9.9.1.6.1.1","84.7","","","","1"
"2025-10","Alberta","2021A000248","Population","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064645","10.1.1.6.1.1","2154.9","","","","1"
"2025-10","Alberta","2021A000248","Labour force","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064646","10.2.1.6.1.1","1918.7","","","","1"
"2025-10","Alberta","2021A000248","Employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064647","10.3.1.6.1.1","1790.9","","","","1"
"2025-10","Alberta","2021A000248","Full-time employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064648","10.4.1.6.1.1","1589.3","","","","1"
"2025-10","Alberta","2021A000248","Part-time employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064649","10.5.1.6.1.1","201.6","","","","1"
"2025-10","Alberta","2021A000248","Unemployment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064650","10.6.1.6.1.1","127.8","","","","1"
"2025-10","Alberta","2021A000248","Unemployment rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2064651","10.7.1.6.1.1","6.7","","","","1"
"2025-10","Alberta","2021A000248","Participation rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2064652","10.8.1.6.1.1","89.0","","","","1"
"2025-10","Alberta","2021A000248","Employment rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2064653","10.9.1.6.1.1","83.1","","","","1"
"2025-10","British Columbia","2021A000259","Population","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064834","11.1.1.6.1.1","2375.5","","","","1"
"2025-10","British Columbia","2021A000259","Labour force","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064835","11.2.1.6.1.1","2113.4","","","","1"
"2025-10","British Columbia","2021A000259","Employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064836","11.3.1.6.1.1","1995.7","","","","1"
"2025-10","British Columbia","2021A000259","Full-time employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064837","11.4.1.6.1.1","1721.8","","","","1"
"2025-10","British Columbia","2021A000259","Part-time employment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064838","11.5.1.6.1.1","273.8","","","","1"
"2025-10","British Columbia","2021A000259","Unemployment","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2064839","11.6.1.6.1.1","117.8","","","","1"
"2025-10","British Columbia","2021A000259","Unemployment rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2064840","11.7.1.6.1.1","5.6","","","","1"
"2025-10","British Columbia","2021A000259","Participation rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2064841","11.8.1.6.1.1","89.0","","","","1"
"2025-10","British Columbia","2021A000259","Employment rate","Total - Gender","25 to 54 years","Estimate","Seasonally adjusted","Percent","239","units","0","v2064842","11.9.1.6.1.1","84.0","","","","1"


